close,time,rsi,so,wr,emacd
1.98235,5/15/2021 0:55,52.54,24.91,-75.09,0.007409249
1.98972,5/15/2021 1:00,48.98,35.17,-64.83,0.008776627
1.99929,5/15/2021 1:05,46.52,48.5,-51.5,0.007943922
2.01229,5/15/2021 1:10,42.22,68.81,-31.19,0.006304358
2.01332,5/15/2021 1:15,44.61,78.78,-21.22,0.003660825
2.01585,5/15/2021 1:20,41.49,93.33,-6.67,-0.000410035
2.01479,5/15/2021 1:25,44.29,91.86,-8.14,-0.003392682
2.01,5/15/2021 1:30,58.44,83.11,-16.89,-0.004580417
2.01006,5/15/2021 1:35,54.1,81.34,-18.66,-0.007315908
2.02489,5/15/2021 1:40,53.7,99.38,-0.62,-0.009030111
2.02663,5/15/2021 1:45,71.49,98.13,-1.87,-0.009972424
2.03918,5/15/2021 1:50,73.92,100,0,-0.011765295
2.06117,5/15/2021 1:55,75.78,94.28,-5.72,-0.013699788
2.06724,5/15/2021 2:00,91.6,88.86,-11.14,-0.014811281
2.08005,5/15/2021 2:05,92.1,91.18,-8.82,-0.015400136
2.07274,5/15/2021 2:10,78.87,83.11,-16.89,-0.015547593
2.0725,5/15/2021 2:15,77.36,81.07,-18.93,-0.014956235
2.09812,5/15/2021 2:20,79.7,98.12,-1.88,-0.015140844
2.08432,5/15/2021 2:25,65.54,83.62,-16.38,-0.014214456
2.0927,5/15/2021 2:30,65.58,92.35,-7.65,-0.012891018
2.08688,5/15/2021 2:35,62.23,86.26,-13.74,-0.011999777
2.07696,5/15/2021 2:40,59.51,75.87,-24.13,-0.010356585
2.11488,5/15/2021 2:45,66.16,98.17,-1.83,-0.009417411
2.12601,5/15/2021 2:50,65.03,96.76,-3.24,-0.008589515
2.12,5/15/2021 2:55,65.78,91.19,-8.81,-0.006080449
2.14643,5/15/2021 3:00,66.95,97.32,-2.68,-0.004219933
2.14789,5/15/2021 3:05,63.15,97.71,-2.29,-0.002212879
2.17381,5/15/2021 3:10,66.79,89.34,-10.66,-0.002420426
2.13513,5/15/2021 3:15,56.59,59.55,-40.45,-0.00153974
2.13789,5/15/2021 3:20,52.72,58.71,-41.29,0.000397479
2.12988,5/15/2021 3:25,58.96,50.15,-49.85,0.001266153
2.15694,5/15/2021 3:30,58.77,72.4,-27.6,0.001304444
2.16319,5/15/2021 3:35,57.4,78.01,-21.99,0.0004949
2.18039,5/15/2021 3:40,58.73,93.47,-6.53,-0.00145958
2.1646,5/15/2021 3:45,53.44,78.39,-21.61,0.000260132
2.14221,5/15/2021 3:50,47.12,57.69,-42.31,0.003069712
2.14681,5/15/2021 3:55,40.04,47.49,-52.51,0.004690506
2.14911,5/15/2021 4:00,38.92,48.16,-51.84,0.007484326
2.13,5/15/2021 4:05,36.84,20.01,-79.99,0.010119671
2.109,5/15/2021 4:10,33.55,0.46,-99.54,0.014922868
2.12361,5/15/2021 4:15,36.3,18.66,-81.34,0.015067717
2.12732,5/15/2021 4:20,30.36,23.28,-76.72,0.015154166
2.12853,5/15/2021 4:25,38.09,24.78,-75.22,0.014045977
2.12778,5/15/2021 4:30,39.21,23.85,-76.15,0.01404451
2.12638,5/15/2021 4:35,33.45,22.1,-77.9,0.014989418
2.13502,5/15/2021 4:40,26.98,32.86,-67.14,0.016322644
2.11899,5/15/2021 4:45,26.92,12.9,-87.1,0.017168456
2.12294,5/15/2021 4:50,24.94,17.82,-82.18,0.016437137
2.10463,5/15/2021 4:55,24.89,19.05,-80.95,0.015882866
2.10381,5/15/2021 5:00,25.04,21.85,-78.15,0.015096817
2.1305,5/15/2021 5:05,36.98,57.57,-42.43,0.01204204
2.13393,5/15/2021 5:10,37.54,70.85,-29.15,0.006600504
2.13755,5/15/2021 5:15,37.99,76.37,-23.63,0.002728279
2.12312,5/15/2021 5:20,39.99,54.36,-45.64,-0.000486768
2.14358,5/15/2021 5:25,43.31,85.57,-14.43,-0.002324918
2.14131,5/15/2021 5:30,48.3,82.11,-17.89,-0.003559423
2.15647,5/15/2021 5:35,47.83,91.88,-8.12,-0.004742213
2.16294,5/15/2021 5:40,47.06,83.8,-16.2,-0.005957123
2.1615,5/15/2021 5:45,53.68,80.87,-19.13,-0.007959037
2.17701,5/15/2021 5:50,56.24,96.97,-3.03,-0.010434491
2.16905,5/15/2021 5:55,59.08,88.35,-11.65,-0.013178499
2.15,5/15/2021 6:00,51.76,67.71,-32.29,-0.014052872
2.15064,5/15/2021 6:05,58.11,66.16,-33.84,-0.012915381
2.14139,5/15/2021 6:10,57.28,49.67,-50.33,-0.011166237
2.13471,5/15/2021 6:15,52.39,20.44,-79.56,-0.008236317
2.13689,5/15/2021 6:20,51.89,24.29,-75.71,-0.005954995
2.15272,5/15/2021 6:25,55.58,52.21,-47.79,-0.00351313
2.1369,5/15/2021 6:30,54.29,24.31,-75.69,-0.001176172
2.129,5/15/2021 6:35,52.62,8,-92,0.001961115
2.11813,5/15/2021 6:40,51.14,0,-100,0.005203176
2.10904,5/15/2021 6:45,45.93,11.33,-88.67,0.007980844
2.10391,5/15/2021 6:50,51.91,4.9,-95.1,0.011235252
2.10923,5/15/2021 6:55,45.74,11.56,-88.44,0.013590289
2.10917,5/15/2021 7:00,36.11,11.53,-88.47,0.013934726
2.13401,5/15/2021 7:05,44.2,49.51,-50.49,0.013634937
2.10478,5/15/2021 7:10,41.66,7.26,-92.74,0.013603442
2.085,5/15/2021 7:15,36.1,18.5,-81.5,0.012690473
2.08894,5/15/2021 7:20,32.84,23.35,-76.65,0.011654978
2.11378,5/15/2021 7:25,36.29,49.38,-50.62,0.010800072
2.10296,5/15/2021 7:30,39.99,38.04,-61.96,0.00985081
2.11601,5/15/2021 7:35,38.3,51.72,-48.28,0.007410907
2.12592,5/15/2021 7:40,37.81,78.3,-21.7,0.004357533
2.12339,5/15/2021 7:45,38.14,76.56,-23.44,0.00066929
2.11562,5/15/2021 7:50,39.71,66.07,-33.93,-0.002756962
2.09156,5/15/2021 7:55,35.31,33.6,-66.4,-0.00412595
2.11482,5/15/2021 8:00,35.83,64.99,-35.01,-0.006556832
2.08025,5/15/2021 8:05,34.65,18.34,-81.66,-0.004925097
2.10217,5/15/2021 8:10,39.02,47.92,-52.08,-0.005540801
2.09264,5/15/2021 8:15,37.23,35.06,-64.94,-0.006855698
2.11309,5/15/2021 8:20,41.03,62.66,-37.34,-0.008056371
2.11672,5/15/2021 8:25,42.68,62.15,-37.85,-0.007125277
2.12346,5/15/2021 8:30,43.42,72.76,-27.24,-0.007509841
2.11289,5/15/2021 8:35,43.88,56.12,-43.88,-0.007111102
2.11703,5/15/2021 8:40,43.53,62.64,-37.36,-0.005595312
2.10577,5/15/2021 8:45,45.41,44.91,-55.09,-0.003863098
2.12896,5/15/2021 8:50,51.43,81.42,-18.58,-0.003205075
2.12983,5/15/2021 8:55,46.23,89.99,-10.01,-0.004157106
2.15502,5/15/2021 9:00,44.82,92.61,-7.39,-0.004267787
2.17097,5/15/2021 9:05,49.07,97.47,-2.53,-0.007950443
2.1651,5/15/2021 9:10,50.92,91.37,-8.63,-0.009300559
2.1552,5/15/2021 9:15,62.31,79.71,-20.29,-0.01171647
2.14764,5/15/2021 9:20,63.65,68.64,-31.36,-0.010967267
2.13768,5/15/2021 9:25,69.62,55.96,-44.04,-0.008740305
2.13441,5/15/2021 9:30,69.24,49.9,-50.1,-0.005985133
2.15712,5/15/2021 9:35,72.88,79.08,-20.92,-0.005939578
2.1649,5/15/2021 9:40,73.57,89.08,-10.92,-0.005568353
2.18902,5/15/2021 9:45,75.72,99.68,-0.32,-0.00741581
2.1786,5/15/2021 9:50,75.15,83.04,-16.96,-0.007585845
2.19583,5/15/2021 9:55,76.42,95.6,-4.4,-0.00840136
2.17109,5/15/2021 10:00,66.64,62.95,-37.05,-0.006284565
2.17123,5/15/2021 10:05,72.12,63.12,-36.88,-0.002392269
2.15107,5/15/2021 10:10,67.4,37.29,-62.71,0.000766149
2.14646,5/15/2021 10:15,67.66,31.38,-68.62,0.004366685
2.15883,5/15/2021 10:20,65.5,47.23,-52.77,0.005574852
2.12538,5/15/2021 10:25,57.6,9.19,-90.81,0.007388133
2.14476,5/15/2021 10:30,56.25,35.33,-64.67,0.00677301
2.14435,5/15/2021 10:35,50.55,34.85,-65.15,0.007458939
2.14499,5/15/2021 10:40,44.5,35.6,-64.4,0.007927124
2.13655,5/15/2021 10:45,43.6,25.72,-74.28,0.010693556
2.1525,5/15/2021 10:50,46.58,44.39,-55.61,0.011661258
2.1565,5/15/2021 10:55,39.34,49.08,-50.92,0.014023677
2.16366,5/15/2021 11:00,36.58,57.46,-42.54,0.013256008
2.16175,5/15/2021 11:05,38,58.09,-41.91,0.012466387
2.1492,5/15/2021 11:10,41.35,46.76,-53.24,0.009850176
2.15517,5/15/2021 11:15,38.31,69.89,-30.11,0.006154792
2.13873,5/15/2021 11:20,39.11,41.58,-58.42,0.004617306
2.13205,5/15/2021 11:25,37.76,30.08,-69.92,0.001408781
2.12268,5/15/2021 11:30,35.94,13.95,-86.05,0.001017238
2.13909,5/15/2021 11:35,45.22,42.2,-57.8,0.000577597
2.14297,5/15/2021 11:40,39.45,41.07,-58.93,0.000669419
2.14739,5/15/2021 11:45,41.97,49.84,-50.16,-0.000656056
2.15858,5/15/2021 11:50,44.94,72.05,-27.95,-0.001145584
2.1604,5/15/2021 11:55,41.94,75.66,-24.34,-0.002161221
2.15843,5/15/2021 12:00,42.12,71.75,-28.25,-0.002200742
2.1562,5/15/2021 12:05,45.87,67.33,-32.67,-0.002771465
2.17518,5/15/2021 12:10,52.52,97.03,-2.97,-0.004225378
2.18374,5/15/2021 12:15,49.55,100,0,-0.005262202
2.18835,5/15/2021 12:20,49.04,93.23,-6.77,-0.006745478
2.19407,5/15/2021 12:25,47.45,88.11,-11.89,-0.008438829
2.22517,5/15/2021 12:30,57.84,91.19,-8.81,-0.01226214
2.23932,5/15/2021 12:35,59.94,89.96,-10.04,-0.013706573
2.23031,5/15/2021 12:40,71.31,82.98,-17.02,-0.014885184
2.24685,5/15/2021 12:45,71.2,95.47,-4.53,-0.015976681
2.26004,5/15/2021 12:50,72.53,91.99,-8.01,-0.01642212
2.26477,5/15/2021 12:55,72.55,93.05,-6.95,-0.016407873
2.24264,5/15/2021 13:00,57.58,75.25,-24.75,-0.015995721
2.2644,5/15/2021 13:05,60.15,92.74,-7.26,-0.016659364
2.28187,5/15/2021 13:10,54.79,97.04,-2.96,-0.016688317
2.25766,5/15/2021 13:15,44.04,78.53,-21.47,-0.015234828
2.26151,5/15/2021 13:20,40.93,79.84,-20.16,-0.013329951
2.25971,5/15/2021 13:25,48.09,76.31,-23.69,-0.011379284
2.24147,5/15/2021 13:30,49.61,57.38,-42.62,-0.006154846
2.25637,5/15/2021 13:35,51.15,71.7,-28.3,-0.000982824
2.27593,5/15/2021 13:40,48.71,83.94,-16.06,0.002270277
2.27747,5/15/2021 13:45,45.94,72.56,-27.44,0.005498939
2.30138,5/15/2021 13:50,45.92,98.03,-1.97,0.007769796
2.34541,5/15/2021 13:55,50.48,93.28,-6.72,0.007706286
2.36,5/15/2021 14:00,51.11,86.55,-13.45,0.004662531
2.36071,5/15/2021 14:05,50.38,87.05,-12.95,0.00316866
2.35021,5/15/2021 14:10,53.19,79.29,-20.71,0.003329971
2.31746,5/15/2021 14:15,47.59,55.73,-44.27,0.003180668
2.33125,5/15/2021 14:20,45.99,65.65,-34.35,0.002354987
2.30598,5/15/2021 14:25,45.13,47.47,-52.53,0.002322146
2.2822,5/15/2021 14:30,46.52,30.36,-69.64,0.001942177
2.29208,5/15/2021 14:35,41.04,37.47,-62.53,0.00234737
2.28197,5/15/2021 14:40,41.16,28.74,-71.26,0.00355275
2.30105,5/15/2021 14:45,41.82,36.94,-63.06,0.003214328
2.2833,5/15/2021 14:50,42,10.32,-89.68,0.005583707
2.26956,5/15/2021 14:55,46.08,2.48,-97.52,0.010992142
2.29778,5/15/2021 15:00,46.35,27.63,-72.37,0.015241702
2.29404,5/15/2021 15:05,42.29,24.29,-75.71,0.018815427
2.29664,5/15/2021 15:10,37.39,27.87,-72.13,0.021616641
2.2764,5/15/2021 15:15,40.3,8.98,-91.02,0.021349826
2.278,5/15/2021 15:20,36.27,13.53,-86.47,0.02109984
2.26341,5/15/2021 15:25,38.87,2.69,-97.31,0.020097678
2.25349,5/15/2021 15:30,41.03,9.98,-90.02,0.017223074
2.25656,5/15/2021 15:35,41.13,19.08,-80.92,0.015182045
2.27127,5/15/2021 15:40,44.56,40.05,-59.95,0.012913431
2.25856,5/15/2021 15:45,45.3,21.45,-78.55,0.012567041
2.25045,5/15/2021 15:50,46.61,9.58,-90.42,0.010898825
2.26096,5/15/2021 15:55,44.19,24.96,-75.04,0.008272189
2.23572,5/15/2021 16:00,41.8,23.23,-76.77,0.008347928
2.20173,5/15/2021 16:05,38.01,4.09,-95.91,0.008177785
2.21147,5/15/2021 16:10,33.3,26.58,-73.42,0.007491005
2.22682,5/15/2021 16:15,32.69,37.76,-62.24,0.004745446
2.21532,5/15/2021 16:20,36.54,29.38,-70.62,0.003365486
2.16582,5/15/2021 16:25,32.02,2.55,-97.45,0.004222681
2.17123,5/15/2021 16:30,31.94,11.91,-88.09,0.003804685
2.19978,5/15/2021 16:35,35.83,29.74,-70.26,0.003458439
2.21954,5/15/2021 16:40,35.56,42.09,-57.91,0.004165753
2.23088,5/15/2021 16:45,36.61,49.17,-50.83,0.003223446
2.24318,5/15/2021 16:50,36.01,75.24,-24.76,0.001781258
2.24136,5/15/2021 16:55,37.56,74.32,-25.68,0.000789473
2.21802,5/15/2021 17:00,34.29,54.87,-45.13,-0.000574479
2.21297,5/15/2021 17:05,37.18,50.66,-49.34,-0.003667398
2.20614,5/15/2021 17:10,40.58,44.97,-55.03,-0.006130803
2.21177,5/15/2021 17:15,40.53,49.66,-50.34,-0.007133122
2.21766,5/15/2021 17:20,39.51,54.57,-45.43,-0.009027654
2.21974,5/15/2021 17:25,36.95,56.3,-43.7,-0.013410661
2.24708,5/15/2021 17:30,38.71,79.09,-20.91,-0.017801948
2.25848,5/15/2021 17:35,49.52,88.58,-11.42,-0.019296409
2.25941,5/15/2021 17:40,57.16,87.4,-12.6,-0.01853266
2.27692,5/15/2021 17:45,54.93,99.99,-0.01,-0.017502941
2.3109,5/15/2021 17:50,59.13,100,0,-0.017427161
2.30438,5/15/2021 17:55,61.2,84.25,-15.75,-0.016675942
2.29478,5/15/2021 18:00,63.27,77.18,-22.82,-0.016818751
2.26699,5/15/2021 18:05,55.84,56.72,-43.28,-0.016425307
2.27845,5/15/2021 18:10,61.47,65.16,-34.84,-0.016398533
2.26006,5/15/2021 18:15,59.73,48.36,-51.64,-0.014405377
2.26616,5/15/2021 18:20,56.84,52.6,-47.4,-0.012919306
2.28932,5/15/2021 18:25,60.62,70.3,-29.7,-0.012856866
2.27603,5/15/2021 18:30,59.55,54.32,-45.68,-0.009806296
2.27707,5/15/2021 18:35,65.44,53.76,-46.24,-0.0047066
2.27297,5/15/2021 18:40,65.48,33.51,-66.49,-0.000250541
2.27887,5/15/2021 18:45,65.05,40.94,-59.06,0.003459992
2.28327,5/15/2021 18:50,59.35,41.24,-58.76,0.008042571
2.28948,5/15/2021 18:55,55.93,49.83,-50.17,0.010490619
2.30418,5/15/2021 19:00,46.14,70.15,-29.85,0.010633274
2.27333,5/15/2021 19:05,39.15,35.19,-64.81,0.009619518
2.23825,5/15/2021 19:10,32.94,3.43,-96.57,0.011197844
2.21303,5/15/2021 19:15,32.07,5.96,-94.04,0.01212458
2.23896,5/15/2021 19:20,37.06,33.5,-66.5,0.01257094
2.23,5/15/2021 19:25,37.64,25.04,-74.96,0.014815972
2.23031,5/15/2021 19:30,35.81,25.33,-74.67,0.015554986
2.23239,5/15/2021 19:35,28.99,27.29,-72.71,0.016268057
2.26196,5/15/2021 19:40,34.91,55.21,-44.79,0.014482583
2.27402,5/15/2021 19:45,31.44,66.6,-33.4,0.01227101
2.25976,5/15/2021 19:50,30.16,53.13,-46.87,0.01088872
2.27058,5/15/2021 19:55,31.71,63.35,-36.65,0.009175224
2.28072,5/15/2021 20:00,31.98,72.92,-27.08,0.007271372
2.2816,5/15/2021 20:05,31.82,73.75,-26.25,0.003572928
2.27833,5/15/2021 20:10,35.14,73.06,-26.94,-0.00146534
2.27287,5/15/2021 20:15,39.28,78.19,-21.81,-0.00628497
2.28917,5/15/2021 20:20,46.49,96.55,-3.45,-0.009228291
2.30269,5/15/2021 20:25,56.36,94.5,-5.5,-0.012160803
2.31807,5/15/2021 20:30,53.43,95.79,-4.21,-0.015290489
2.31302,5/15/2021 20:35,56.54,91.47,-8.53,-0.018047427
2.29873,5/15/2021 20:40,54.56,74.4,-25.6,-0.016794188
2.29082,5/15/2021 20:45,56.93,63.56,-36.44,-0.014034973
2.30028,5/15/2021 20:50,50.94,68.61,-31.39,-0.012646498
2.28417,5/15/2021 20:55,46.8,46.34,-53.66,-0.010198379
2.28,5/15/2021 21:00,49.03,40.57,-59.43,-0.00740867
2.28183,5/15/2021 21:05,45.42,28.69,-71.31,-0.005250945
2.29277,5/15/2021 21:10,48.43,47.64,-52.36,-0.004731177
2.2832,5/15/2021 21:15,51.85,31.06,-68.94,-0.003586681
2.29325,5/15/2021 21:20,47.85,48.48,-51.52,-0.001026093
2.31433,5/15/2021 21:25,51.37,83.63,-16.37,0.002118414
2.29951,5/15/2021 21:30,48.61,52.38,-47.62,0.005684374
2.30138,5/15/2021 21:35,45.25,56.18,-43.82,0.008418965
2.28364,5/15/2021 21:40,42.28,21.64,-78.36,0.010275151
2.27517,5/15/2021 21:45,41.17,11.31,-88.69,0.011436544
2.26842,5/15/2021 21:50,42.55,20.31,-79.69,0.012193223
2.26907,5/15/2021 21:55,40.58,21.42,-78.58,0.010811486
2.26877,5/15/2021 22:00,43.7,20.91,-79.09,0.009448264
2.29108,5/15/2021 22:05,50.6,59.12,-40.88,0.007015065
2.30249,5/15/2021 22:10,48.93,78.66,-21.34,0.00491377
2.30603,5/15/2021 22:15,50.15,84.72,-15.28,0.002359514
2.29896,5/15/2021 22:20,50.69,72.62,-27.38,0.00146413
2.29106,5/15/2021 22:25,51.02,59.09,-40.91,0.002965894
2.27692,5/15/2021 22:30,51.54,34.87,-65.13,0.0034101
2.2558,5/15/2021 22:35,43.52,8,-92,0.004538615
2.24736,5/15/2021 22:40,44.28,20.98,-79.02,0.004059577
2.26176,5/15/2021 22:45,48.84,39.15,-60.85,0.002660208
2.24509,5/15/2021 22:50,48.61,18.12,-81.88,0.002011548
2.23825,5/15/2021 22:55,49.75,9.85,-90.15,0.001971056
2.22051,5/15/2021 23:00,48.67,5.42,-94.58,0.002124436
2.22051,5/15/2021 23:05,48.59,8.19,-91.81,0.004412604
2.21293,5/15/2021 23:10,47.19,2.8,-97.2,0.007904055
2.21214,5/15/2021 23:15,44.39,2.01,-97.99,0.011241402
2.21574,5/15/2021 23:20,37.53,5.62,-94.38,0.013187069
2.20178,5/15/2021 23:25,37.87,7.33,-92.67,0.015023988
2.17472,5/15/2021 23:30,33.8,2.9,-97.1,0.015974378
2.20523,5/15/2021 23:35,43.45,28.92,-71.08,0.012967581
2.16057,5/15/2021 23:40,38.84,37.29,-62.71,0.011682294
2.18378,5/15/2021 23:45,46.34,49.7,-50.3,0.010370462
2.17531,5/15/2021 23:50,46.17,45.2,-54.8,0.008930149
2.17701,5/15/2021 23:55,43.72,46.1,-53.9,0.007564678
2.19801,5/16/2021 0:00,46.35,66.35,-33.65,0.004701938
2.22134,5/16/2021 0:05,46.18,85.45,-14.55,0.001420252
2.23526,5/16/2021 0:10,46.29,100,0,-0.002277913
2.26027,5/16/2021 0:15,50.15,98.13,-1.87,-0.007006453
2.26126,5/16/2021 0:20,51.6,93.79,-6.21,-0.011319511
2.28974,5/16/2021 0:25,48.95,96.09,-3.91,-0.017117308
2.26666,5/16/2021 0:30,50.85,83.1,-16.9,-0.022654977
2.28616,5/16/2021 0:35,48.7,92.29,-7.71,-0.025266143
2.28604,5/16/2021 0:40,56.06,92.23,-7.77,-0.029780762
2.26961,5/16/2021 0:45,55.55,84.49,-15.51,-0.030166436
2.28639,5/16/2021 0:50,63.62,89.42,-10.58,-0.031035981
2.28668,5/16/2021 0:55,59.91,89.61,-10.39,-0.031772155
2.3342,5/16/2021 1:00,63.22,100,0,-0.031944868
2.34599,5/16/2021 1:05,63.75,91.16,-8.84,-0.030342017
2.34091,5/16/2021 1:10,67.3,86.15,-13.85,-0.027087997
2.31932,5/16/2021 1:15,63.3,70.48,-29.52,-0.02164496
2.3267,5/16/2021 1:20,61.02,71.91,-28.09,-0.016809117
2.31448,5/16/2021 1:25,57.53,58.71,-41.29,-0.010351235
2.29384,5/16/2021 1:30,53.48,31.34,-68.66,-0.005848001
2.30635,5/16/2021 1:35,49.44,40.79,-59.21,-0.00086449
2.31444,5/16/2021 1:40,50.66,48.58,-51.42,0.003544441
2.32377,5/16/2021 1:45,49.02,58.07,-41.93,0.004104004
2.30036,5/16/2021 1:50,42.7,34.26,-65.74,0.007670545
2.29743,5/16/2021 1:55,45.95,27.86,-72.14,0.009648798
2.29984,5/16/2021 2:00,42.9,21.76,-78.24,0.014832371
2.30391,5/16/2021 2:05,43.21,26.65,-73.35,0.019699234
2.29453,5/16/2021 2:10,32.24,15.38,-84.62,0.023121262
2.28882,5/16/2021 2:15,31.5,10.25,-89.75,0.023612055
2.29023,5/16/2021 2:20,32.06,13.96,-86.04,0.023806123
2.29358,5/16/2021 2:25,36.17,21.3,-78.7,0.021866157
2.28257,5/16/2021 2:30,37.7,20.18,-79.82,0.018470326
2.27001,5/16/2021 2:35,39.91,6.8,-93.2,0.015800353
2.26641,5/16/2021 2:40,43.89,1.42,-98.58,0.014797748
2.26697,5/16/2021 2:45,41.26,8.03,-91.97,0.014204074
2.25481,5/16/2021 2:50,36.89,9.51,-90.49,0.012853188
2.24055,5/16/2021 2:55,19.54,2.07,-97.93,0.01297072
2.25515,5/16/2021 3:00,48.68,22.29,-77.71,0.012278859
2.26604,5/16/2021 3:05,53.42,39.99,-60.01,0.011737101
2.26552,5/16/2021 3:10,53.24,39.23,-60.77,0.00896755
2.27455,5/16/2021 3:15,57.51,52.39,-47.61,0.005231204
2.27185,5/16/2021 3:20,59.85,55.61,-44.39,0.002306169
2.25441,5/16/2021 3:25,57.03,26.51,-73.49,0.001633033
2.25524,5/16/2021 3:30,49.94,27.9,-72.1,0.000217053
2.26672,5/16/2021 3:35,49.5,49.91,-50.09,-0.001828659
2.2701,5/16/2021 3:40,46.25,67.88,-32.12,-0.002993066
2.26511,5/16/2021 3:45,46.31,57.12,-42.88,-0.003929102
